name,risk
0000019.jpg,0.23059144616127014
0000028.jpg,0.015067312866449356
0000060.jpg,0.014294820837676525
0000065.jpg,0.008726864121854305
0000069.jpg,0.026339007541537285
0000082.jpg,0.04495304822921753
0000098.jpg,0.004502770025283098
0000105.jpg,0.10302548110485077
0000108.jpg,0.010348184034228325
0000116.jpg,0.05470316857099533
0000120.jpg,0.3997800052165985
0000124.jpg,0.05626249313354492
0000177.jpg,0.013732939958572388
0000187.jpg,0.12098965048789978
0000199.jpg,0.09092201292514801
0000213.jpg,0.06568968296051025
0000226.jpg,0.016481047496199608
0000228.jpg,0.02497832663357258
0000233.jpg,0.005470081232488155
0000240.jpg,0.03770636394619942
0000251.jpg,0.9885196089744568
0000256.jpg,0.032106269150972366
0000265.jpg,0.015928521752357483
0000267.jpg,0.11097805947065353
0000315.jpg,0.005449988413602114
0000320.jpg,0.05465047061443329
0000324.jpg,0.12089873850345612
0000341.jpg,0.41703662276268005
0000366.jpg,0.00018694096070248634
0000380.jpg,0.013345614075660706
0000384.jpg,0.07736186683177948
0000388.jpg,0.0039042262360453606
0000431.jpg,0.02149893529713154
0000442.jpg,0.0033151060342788696
0000456.jpg,0.49511638283729553
0000476.jpg,0.19830191135406494
0000492.jpg,0.13799288868904114
0000501.jpg,0.23170222342014313
0000527.jpg,0.019805777817964554
0000535.jpg,0.001428083865903318
0000536.jpg,0.050508029758930206
0000542.jpg,0.010367686860263348
0000556.jpg,0.12438414990901947
0000557.jpg,0.00411889748647809
0000561.jpg,0.00016082299407571554
0000575.jpg,3.281851968495175e-05
0000578.jpg,5.029568274039775e-05
0000579.jpg,7.008965621935204e-05
0000583.jpg,0.0005993847153149545
0000632.jpg,0.00036665034713223577
0000637.jpg,9.534523996990174e-05
0000650.jpg,9.401733404956758e-05
0000653.jpg,0.0001447630929760635
0000656.jpg,2.6168569092988037e-05
0000658.jpg,0.0006469590007327497
0000663.jpg,9.471571502217557e-06
0000670.jpg,2.049857721431181e-05
0000678.jpg,0.0007939573260955513
0000693.jpg,3.327008380438201e-05
0000694.jpg,0.00015329642337746918
0000700.jpg,0.00042193190893158317
0000709.jpg,0.00013269238115753978
0000731.jpg,0.0001725679321680218
0000737.jpg,0.0018827378517016768
0000745.jpg,4.5262389903655276e-05
0000757.jpg,0.00046315931831486523
0000765.jpg,1.745974805089645e-05
0000768.jpg,0.0023227103520184755
0000775.jpg,7.941086369100958e-05
0000780.jpg,0.0028901223558932543
0000787.jpg,0.0004857346648350358
0000794.jpg,0.00010681818093871698
0000811.jpg,0.0017262519104406238
0000826.jpg,0.0011401468655094504
0000828.jpg,0.00012009478086838499
0000844.jpg,0.00011293029820080847
0000845.jpg,0.00013737349945586175
0000873.jpg,0.0004769207153003663
0000878.jpg,1.2380277212287183e-06
0000890.jpg,0.0008539911359548569
0000902.jpg,7.555429328931496e-05
0000906.jpg,0.0007868508691899478
0000914.jpg,0.0004306748742237687
0000921.jpg,0.0006838952540419996
0000932.jpg,0.002919997787103057
0000936.jpg,0.00035182698047719896
0000951.jpg,9.947072976501659e-05
0000961.jpg,0.00012292178871575743
0000962.jpg,0.0013901499332860112
0000963.jpg,0.0014449264854192734
0000972.jpg,0.00023673049872741103
0000980.jpg,2.255271283502225e-05
0000981.jpg,0.0005001513054594398
0000986.jpg,0.00020063768897671252
0001010.jpg,0.00037268493906594813
0001012.jpg,0.0036034865770488977
0001020.jpg,2.344040149182547e-05
0001025.jpg,0.0006314637721516192
0001039.jpg,0.00026068330043926835
0001044.jpg,2.0278148440411314e-05
0001047.jpg,6.28796624368988e-05
0001049.jpg,2.3778843569743913e-06
0001060.jpg,1.947192004081444e-06
0001089.jpg,0.0005056997179053724
0001090.jpg,0.0013435332803055644
0001092.jpg,6.215040048118681e-05
0001098.jpg,8.170220826286823e-05
0001136.jpg,0.019985582679510117
0001167.jpg,6.479875446530059e-05
0001168.jpg,5.671925828210078e-05
0001169.jpg,9.730060992296785e-05
0001172.jpg,7.46385267120786e-05
