name,risk
0000019.jpg,0.03433646634221077
0000028.jpg,0.0016363169997930527
0000060.jpg,0.01251276209950447
0000065.jpg,0.0007895646267570555
0000069.jpg,0.005399053916335106
0000082.jpg,0.14922185242176056
0000098.jpg,0.003923164680600166
0000105.jpg,0.36986032128334045
0000108.jpg,0.002025154884904623
0000116.jpg,0.46917882561683655
0000120.jpg,0.3783102035522461
0000124.jpg,0.07222140580415726
0000177.jpg,0.019093457609415054
0000187.jpg,0.47859078645706177
0000199.jpg,0.0988563820719719
0000213.jpg,0.1671227067708969
0000226.jpg,0.2856442928314209
0000228.jpg,0.026859767735004425
0000233.jpg,0.009448438882827759
0000240.jpg,0.04269334673881531
0000251.jpg,0.9666897654533386
0000256.jpg,0.034476131200790405
0000265.jpg,0.015431231819093227
0000267.jpg,0.2297292947769165
0000315.jpg,0.0018234564922749996
0000320.jpg,0.1508112996816635
0000324.jpg,0.17558594048023224
0000341.jpg,0.7054762244224548
0000366.jpg,0.0002556517720222473
0000380.jpg,0.007907191291451454
0000384.jpg,0.05709531530737877
0000388.jpg,0.0023304393980652094
0000431.jpg,0.15620078146457672
0000442.jpg,0.00827894639223814
0000456.jpg,0.5771223306655884
0000476.jpg,0.08012958616018295
0000492.jpg,0.8632678985595703
0000501.jpg,0.5904983878135681
0000527.jpg,0.032705191522836685
0000535.jpg,0.0010462341597303748
0000536.jpg,0.03311416506767273
0000542.jpg,0.016253100708127022
0000556.jpg,0.030578218400478363
0000557.jpg,0.0005588096100836992
0000561.jpg,1.7950193068827502e-05
0000575.jpg,3.095833380939439e-05
0000578.jpg,2.24398809223203e-06
0000579.jpg,4.0161390643334016e-05
0000583.jpg,0.00018189128604717553
0000632.jpg,8.159818389685825e-05
0000637.jpg,6.947332440176979e-05
0000650.jpg,2.1284395188558847e-05
0000653.jpg,3.5240543638792587e-06
0000656.jpg,0.0002729968400672078
0000658.jpg,0.00012596402666531503
0000663.jpg,2.4288516215165146e-05
0000670.jpg,7.977808127179742e-05
0000678.jpg,0.0003410889476072043
0000693.jpg,4.820885806111619e-06
0000694.jpg,0.0001328487414866686
0000700.jpg,0.00016633288760203868
0000709.jpg,0.00010428370296722278
0000731.jpg,0.00020792786381207407
0000737.jpg,0.0005744866211898625
0000745.jpg,0.0002091200149152428
0000757.jpg,0.001927104196511209
0000765.jpg,0.00011535191151779145
0000768.jpg,0.00011877878569066525
0000775.jpg,0.0004289982025511563
0000780.jpg,0.0004782630712725222
0000787.jpg,9.883291204459965e-05
0000794.jpg,0.0004631615011021495
0000811.jpg,0.0014601779403164983
0000826.jpg,0.00041267613414675
0000828.jpg,0.0003428947238717228
0000844.jpg,0.00010584166011540219
0000845.jpg,1.989235170185566e-05
0000873.jpg,0.0002399427175987512
0000878.jpg,5.968284312984906e-06
0000890.jpg,0.00013303267769515514
0000902.jpg,7.441963680321351e-05
0000906.jpg,0.00014344741066452116
0000914.jpg,0.0002258233434986323
0000921.jpg,0.0003062249452341348
0000932.jpg,0.0011845941189676523
0000936.jpg,0.00018755279597826302
0000951.jpg,5.199860970606096e-05
0000961.jpg,8.244250057032332e-05
0000962.jpg,0.0028370434883981943
0000963.jpg,0.0001879878545878455
0000972.jpg,3.146432209177874e-05
0000980.jpg,1.3059329830866773e-05
0000981.jpg,0.00032684527104720473
0000986.jpg,2.0378900444484316e-05
0001010.jpg,6.143053906271234e-05
0001012.jpg,0.0036790682934224606
0001020.jpg,7.245325832627714e-05
0001025.jpg,0.0008700411417521536
0001039.jpg,0.00047899599303491414
0001044.jpg,1.2949575648235623e-05
0001047.jpg,5.578205673373304e-05
0001049.jpg,5.9412468544906005e-06
0001060.jpg,7.535500117228366e-07
0001089.jpg,0.001217918354086578
0001090.jpg,0.007678566034883261
0001092.jpg,3.8682752347085625e-05
0001098.jpg,4.71805742563447e-06
0001136.jpg,0.047846876084804535
0001167.jpg,0.00017835988546721637
0001168.jpg,0.0001863916841102764
0001169.jpg,0.0016848767409101129
0001172.jpg,3.4372049412922934e-05
0001174.jpg,0.0001406787778250873
0001182.jpg,0.0024242382496595383
0001183.jpg,0.0010912903817370534
0001188.jpg,0.0006354385404847562
0001193.jpg,2.206186945841182e-05
0001208.jpg,5.0156490033259615e-05
0001213.jpg,0.00010403827764093876
0001223.jpg,0.0007275198586285114
0001227.jpg,3.8598365790676326e-05
0001240.jpg,3.207625195500441e-05
0001252.jpg,0.0005282396450638771
0001267.jpg,0.00022800700389780104
0001291.jpg,0.0001357818255200982
0001295.jpg,2.9196180548751727e-05
0001296.jpg,8.033593076106627e-06
0001307.jpg,0.004260951187461615
0001310.jpg,0.00012733970652334392
0001313.jpg,6.86776838847436e-05
0001316.jpg,1.4020413800608367e-05
0001327.jpg,0.022004077211022377
0001332.jpg,2.9450371584971435e-05
0001339.jpg,5.823539140692446e-06
0001341.jpg,0.014162222854793072
0001345.jpg,1.381649690301856e-05
0001348.jpg,0.0006376292440108955
0001352.jpg,0.00034519770997576416
0001360.jpg,0.00043913282570429146
0001361.jpg,7.843780622351915e-05
0001369.jpg,2.1579649910563603e-05
0001373.jpg,2.2944414013181813e-05
0001374.jpg,7.893628207966685e-05
0001375.jpg,0.00029066644492559135
0001389.jpg,0.0013587651774287224
0001391.jpg,0.0005294342990964651
0001398.jpg,1.715928920020815e-05
0001399.jpg,2.5199933588737622e-05
0001405.jpg,0.0008628527284599841
0001409.jpg,5.4630158956570085e-06
0001410.jpg,1.172212705569109e-06
0001411.jpg,4.367297879070975e-05
0001418.jpg,6.65721302084421e-07
0001420.jpg,6.869425851618871e-05
0001423.jpg,5.372884697862901e-05
0001452.jpg,7.852189810364507e-06
0001482.jpg,0.0024242382496595383
0001483.jpg,0.0010912903817370534
0001486.jpg,0.007742868736386299
0001498.jpg,0.0010581067763268948
0001499.jpg,0.0003741082618944347
0001512.jpg,0.0012991823023185134
0001528.jpg,3.329478204250336e-05
0001540.jpg,3.207625195500441e-05
0001542.jpg,9.886760381050408e-05
0001545.jpg,1.9011053154827096e-05
0001553.jpg,1.6890804772629053e-06
0001554.jpg,1.9014714780496433e-05
0001564.jpg,1.3072636875222088e-06
0001572.jpg,5.181997494219104e-06
0001574.jpg,9.389754268340766e-06
0001583.jpg,0.02482324093580246
0001590.jpg,0.00012737528595607728
0001601.jpg,8.684660861035809e-05
0001606.jpg,0.00803868006914854
0001607.jpg,0.004260951187461615
0001614.jpg,0.00023954224889166653
0001616.jpg,1.4020413800608367e-05
0001631.jpg,5.3841995395487174e-05
0001641.jpg,0.014162222854793072
0001647.jpg,0.0008901384426280856
0001648.jpg,0.0006376292440108955
0001653.jpg,0.0003226646513212472
0001654.jpg,4.201987030683085e-05
0001669.jpg,2.1579649910563603e-05
0001671.jpg,1.3103406672598794e-05
0001677.jpg,8.009419047994015e-07
0001694.jpg,0.000806005671620369
0001701.jpg,0.002086212392896414
0001713.jpg,0.0005507811438292265
0001716.jpg,0.00020989189215470105
0001721.jpg,0.0020572098437696695
0001724.jpg,3.744669584193616e-06
0001735.jpg,0.0003016409755218774
0001738.jpg,0.00041795134893618524
0001745.jpg,0.008288320153951645
0001749.jpg,2.7039322958444245e-07
0001755.jpg,5.243125997367315e-05
0001761.jpg,3.77405303879641e-05
0001765.jpg,0.00015928024367894977
0001777.jpg,2.5924030069290893e-06
0001783.jpg,9.102756848733407e-06
0001787.jpg,1.7669901353656314e-05
0001794.jpg,1.030229850584874e-05
0001796.jpg,0.0012440206483006477
0001797.jpg,1.2327436706982553e-05
0001798.jpg,2.517204666219186e-05
0001800.jpg,4.87649458591477e-07
0001805.jpg,4.46189078502357e-05
0001807.jpg,0.00017876781930681318
0001817.jpg,0.00012382880959194154
0001827.jpg,9.257750934921205e-05
0001835.jpg,5.034698460804066e-06
0001848.jpg,1.8977323634317145e-05
0001860.jpg,0.005153624340891838
0001864.jpg,0.0005663601914420724
0001866.jpg,1.9767163394135423e-05
0001869.jpg,0.01851055584847927
0001870.jpg,2.3829901692806743e-05
0001877.jpg,1.104332295653876e-05
0001885.jpg,1.4126279893389437e-05
0001886.jpg,5.876114300917834e-05
0001899.jpg,0.00013302138540893793
0001910.jpg,1.1154801313750795e-06
0001913.jpg,1.0401989129604772e-05
0001915.jpg,0.00023377624165732414
0001920.jpg,0.0001246011961484328
0001925.jpg,4.677800097852014e-05
0001933.jpg,5.0121052481699735e-06
0001936.jpg,0.0004500018840190023
0001944.jpg,3.576133894966915e-05
0001964.jpg,3.776760786422528e-05
0001965.jpg,0.00038744384073652327
0001977.jpg,9.962255717255175e-06
0001981.jpg,0.0005170945078134537
0001994.jpg,0.00042171860695816576
0002003.jpg,0.00029133365023881197
0002008.jpg,0.001007291255518794
0002010.jpg,0.00021149478561710566
0002021.jpg,0.0013466617092490196
0002024.jpg,1.640002301428467e-05
0002025.jpg,0.003303875681012869
0002027.jpg,0.0007904597441665828
0002036.jpg,2.568742729636142e-06
0002041.jpg,0.0002570576616562903
0002043.jpg,0.0004069757997058332
0002068.jpg,1.3763079550699331e-05
0002085.jpg,0.00010700800339691341
0002087.jpg,3.674665322250803e-06
0002092.jpg,0.0013088886626064777
0002096.jpg,0.014803568832576275
0002099.jpg,0.010591420345008373
0002107.jpg,3.995388397015631e-05
0002116.jpg,3.180829708071542e-06
0002127.jpg,2.898873935919255e-05
0002130.jpg,0.0009222539374604821
0002138.jpg,0.028932420536875725
0002140.jpg,0.00010424829815747216
0002148.jpg,0.000182818912435323
0002157.jpg,3.4192682960565435e-06
0002158.jpg,7.429013294313336e-06
0002164.jpg,0.0002988156338687986
0002196.jpg,0.00018594985886011273
0002214.jpg,0.00032723371987231076
